"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA5471","armZ",5.80383158561189,4.88796914972684,2.58971080148816e-15,1.22312041154286e-11,25.0163296004296
"PA5470",NA,5.38260177190515,4.15910870689097,5.22181364677513e-15,1.23313129268595e-11,24.4151080648772
"PA5446",NA,5.21518826908744,8.36232414116055,1.05878902052983e-14,1.44568194175918e-11,23.7975980330299
"PA4221","fptA",-4.89152874828526,6.73253149553368,1.22437598285766e-14,1.44568194175918e-11,23.6692935463343
"PA0805",NA,4.60997701887278,6.78456027248908,1.19961322532663e-13,1.13315465264354e-10,21.5987171867963
"PA4826",NA,4.90591181149153,4.83042672793322,1.74031442590615e-13,1.17621337631478e-10,21.2521435566517
"PA0447","gcdH",4.14680308715774,6.90394495440039,1.99231569140764e-13,1.17621337631478e-10,21.1256110602044
"PA3731",NA,4.02178396554637,8.45171886676086,1.84823154624613e-13,1.17621337631478e-10,21.1958870608297
"PA4230","pchB",-5.56673772158094,7.02193869743459,3.07411383110999e-13,1.61322662492583e-10,20.7178237418018
"PA4229","pchC",-5.43560678373268,7.23067865743161,3.69034562904969e-13,1.74295024060017e-10,20.5451698230931
"PA3732",NA,4.19732258710173,8.15271956568572,1.00941864081821e-12,3.9374991791215e-10,19.5855368729904
"PA4470","fumC1",-4.13163450056803,6.49541133071953,1.08379185535845e-12,3.9374991791215e-10,19.5172050511357
"PA4386","groES",-3.97855149731218,7.48548883575013,9.89586110142882e-13,3.9374991791215e-10,19.6045976100457
"PA4429",NA,-3.48454085991102,4.40082429209623,3.84917431571085e-12,1.29854644950731e-09,18.288230369808
"PA5178",NA,3.39219041494792,8.03889932439196,5.32262783882214e-12,1.67591808551713e-09,17.9708813796242
"PA4354",NA,4.21528838662662,3.32809960629799,8.35651840968451e-12,2.26313111537088e-09,17.5273053205113
"PA4228","pchD",-3.97600790453575,7.22182437372852,8.03623065496976e-12,2.26313111537088e-09,17.5658225616775
"PA4220",NA,-3.70875662021098,6.07213663960419,9.10427507771475e-12,2.26313111537088e-09,17.4427856705328
